0.00066,0.69121,45.78666,1.00000,1.74351,0
0.00010,0.90592,45.06398,1.00000,1.68585,0
0.00017,1.00000,45.98688,1.00000,1.67329,0
0.00179,0.89189,44.89194,1.00000,1.71809,0
0.00013,0.78590,45.76872,1.00000,1.71819,0
0.00032,0.57169,44.67403,1.00000,1.72234,0
0.00062,0.69265,45.80246,1.00000,1.71408,0
0.00030,0.62195,45.16698,1.00000,1.73454,0
0.00029,0.87241,44.78009,1.00000,1.70069,0
0.00032,0.61224,46.24237,1.00000,1.72216,0
0.00003,1.00000,45.42025,1.00000,1.76775,0
0.00095,0.45691,44.51503,1.00000,1.71859,0
0.00029,0.66953,46.12324,1.00000,1.71175,0
0.00050,0.50436,44.25475,1.00000,1.71945,0
0.00012,0.87900,45.28030,1.00000,1.71167,0
0.01020,0.48264,45.85832,1.00000,1.70855,0
0.00001,1.00000,44.50787,1.00000,1.69258,0
0.00052,0.58317,44.87943,1.00000,1.70252,0
0.00000,1.00000,46.76057,1.00000,1.69266,0
0.00030,0.47260,45.19465,1.00000,1.70651,0
0.00008,0.95853,45.54221,1.00000,1.70861,0
0.00003,0.99099,44.76361,1.00000,1.69378,0
0.00041,0.40741,46.68502,1.00000,1.69103,0
0.00033,0.41743,45.76558,1.00000,1.69114,0
0.00040,0.47981,44.55110,1.00000,1.70196,0
0.00095,0.39846,45.75054,1.00000,1.70102,0
0.00021,0.67347,45.04185,1.00000,1.69308,0
0.00025,0.49650,44.41440,1.00000,1.66969,0
0.00081,0.46865,45.96346,1.00000,1.71182,0
0.00013,0.80580,43.26388,1.00000,1.68042,0
0.00020,0.86707,46.14859,1.00000,1.71050,0
0.00002,0.97917,45.32888,1.00000,1.77074,0
0.00030,0.63115,46.36413,1.00000,1.69551,0
0.00725,0.50175,45.04824,1.00000,1.69669,0
0.00032,0.46463,46.68602,1.00000,1.68894,0
0.00026,0.46895,45.31825,1.00000,1.69891,0
0.00042,0.61431,45.02903,1.00000,1.68095,0
0.00008,0.99225,45.99907,1.00000,1.74222,0
0.00002,1.00000,44.66368,1.00000,1.66999,0
0.00002,1.00000,46.03910,1.00000,1.71608,0
0.00028,0.46895,45.30474,1.00000,1.69314,0
0.00060,0.43260,45.45679,1.00000,1.71307,0
0.00049,0.45946,46.00568,1.00000,1.68528,0
0.00111,0.41275,45.29593,1.00000,1.69271,0
0.00030,0.69794,45.42557,1.00000,1.71021,0
0.00023,0.65632,45.77259,1.00000,1.67503,0
0.00011,0.99338,45.76599,1.00000,1.71023,0
0.00021,0.93069,45.00790,1.00000,1.69495,0
0.00056,0.39264,43.52158,1.00000,1.71476,0
0.00041,0.47848,44.69267,1.00000,1.67770,0
0.00059,0.46895,46.54323,1.00000,1.68028,0
0.00187,0.56169,46.13512,1.00000,1.69248,0
0.00109,0.62105,45.25336,1.00000,1.68713,0
0.00111,0.58918,44.37884,1.00000,1.69952,0
0.00013,0.77686,45.42031,1.00000,1.70920,0
0.00306,0.44207,45.43921,1.00000,1.72029,0
0.00035,0.75827,44.33387,1.00000,1.72407,0
0.00209,0.60377,44.56235,1.00000,1.70423,0
0.00051,0.61885,44.91654,1.00000,1.72498,0
0.00037,0.46346,45.50192,1.00000,1.69571,0
0.00070,0.42723,45.71688,1.00000,1.71495,0
0.00003,1.00000,45.97220,1.00000,1.73174,0
0.00043,0.46557,45.14637,1.00000,1.69910,0
0.00002,0.95349,45.60068,1.00000,1.69249,0
0.00019,0.66590,46.59782,1.00000,1.70874,0
0.00053,0.56757,45.78354,1.00000,1.69646,0
0.00018,0.89711,46.37840,1.00000,1.72580,0
0.00010,0.96685,45.90462,1.00000,1.73000,0
0.00003,0.97590,46.18062,1.00000,1.75858,0
0.00003,1.00000,44.15040,1.00000,1.70872,0
0.00035,0.76546,45.79876,1.00000,1.68522,0
0.00086,0.41886,44.22621,1.00000,1.71173,0
0.00052,0.42748,43.31317,1.00000,1.72986,0
0.00050,0.40152,44.41028,1.00000,1.72806,0
0.00041,0.39521,45.89071,1.00000,1.70896,0
0.00029,0.48604,46.58515,1.00000,1.71149,0
0.00215,0.41835,46.35535,1.00000,1.70636,0
0.00016,0.69340,45.02419,1.00000,1.72335,0
0.00167,0.43849,44.29161,1.00000,1.70037,0
0.00034,0.78994,44.29316,1.00000,1.73874,0
0.00034,0.43218,44.80793,1.00000,1.72832,0
0.00026,0.65126,44.48963,1.00000,1.68041,0
0.00002,1.00000,45.42857,1.00000,1.80875,0
0.00021,0.57865,46.52913,1.00000,1.69463,0
0.00089,0.57547,46.40455,1.00000,1.70282,0
0.00054,0.46500,45.75127,1.00000,1.69185,0
0.00007,0.99310,46.07067,1.00000,1.70659,0
0.00017,0.71495,44.99129,1.00000,1.70668,0
0.00006,1.00000,45.79819,1.00000,1.65989,0
0.00014,0.72596,44.60187,1.00000,1.72594,0
0.00004,1.00000,45.67509,1.00000,1.67876,0
0.00207,0.40763,44.58747,1.00000,1.69302,0
0.00731,0.66667,46.31586,1.00000,1.70605,0
0.00031,0.58318,46.43528,1.00000,1.67384,0
0.00105,0.48505,45.76313,1.00000,1.69297,0
0.00126,0.52415,46.58625,1.00000,1.70215,0
0.00019,0.71395,45.32092,1.00000,1.71433,0
0.00029,0.68519,44.61734,1.00000,1.72986,0
0.00027,0.59429,44.38260,1.00000,1.69186,0
0.00067,0.64043,45.51775,1.00000,1.72081,0
0.00049,0.37630,44.88962,1.00000,1.73374,0
0.00024,0.49470,45.06970,1.00000,1.68747,0
0.00027,0.82029,44.27427,1.00000,1.69311,0
0.00021,0.93600,45.95547,1.00000,1.68790,0
0.00025,0.55064,44.78137,1.00000,1.73695,0
0.00044,0.62500,45.29804,1.00000,1.69215,0
0.00003,1.00000,44.83746,1.00000,1.69428,0
0.00026,0.84118,46.32906,1.00000,1.70970,0
0.00017,0.78515,45.70056,1.00000,1.71637,0
0.00011,1.00000,45.11928,1.00000,1.68068,0
0.00130,0.53310,44.79661,1.00000,1.70549,0
0.00055,0.39201,46.68005,1.00000,1.70082,0
0.00050,0.49169,44.19281,1.00000,1.70042,0
0.00017,0.68646,45.32203,1.00000,1.69154,0
0.00021,0.62963,45.53308,1.00000,1.69582,0
0.00021,0.70302,45.66127,1.00000,1.70205,0
0.00004,0.99145,45.65516,1.00000,1.66451,0
0.00063,0.50174,45.82690,1.00000,1.67824,0
0.00013,0.96000,43.94602,1.00000,1.70753,0
0.00029,0.52531,44.96823,1.00000,1.70408,0
0.00055,0.59117,45.61220,1.00000,1.71437,0
0.00064,0.81667,45.41856,1.00000,1.72689,0
0.00051,0.44408,45.72547,1.00000,1.69776,0
0.00031,0.53370,45.36667,1.00000,1.71292,0
0.00070,0.43146,45.98513,1.00000,1.71721,0
0.00037,0.40271,44.45326,1.00000,1.68569,0
0.00114,0.58027,46.04634,1.00000,1.70446,0
0.00267,0.63270,44.34593,1.00000,1.70279,0
0.00108,0.77482,44.17228,1.00000,1.69697,0
0.00004,0.98675,45.21962,1.00000,1.71217,0
0.00668,0.47317,44.74891,1.00000,1.68399,0
0.00010,0.89437,45.15286,1.00000,1.70634,0
0.00005,0.99254,45.79772,1.00000,1.71055,0
0.00048,0.69647,45.89208,1.00000,1.69837,0
0.00018,0.69585,43.83353,1.00000,1.67796,0
0.00009,0.93750,46.13215,1.00000,1.75127,0
0.00105,0.42902,45.17114,1.00000,1.71553,0
0.00195,0.56903,43.79584,1.00000,1.69172,0
0.00048,0.43631,45.29400,1.00000,1.70510,0
0.00030,0.76658,45.57618,1.00000,1.70505,0
0.00027,0.70406,44.21766,1.00000,1.70454,0
0.00065,0.75448,45.98946,1.00000,1.69122,0
0.00040,0.46040,45.47362,1.00000,1.71034,0
0.00021,0.64017,45.69967,1.00000,1.68529,0
0.00025,0.80926,47.06076,1.00000,1.69756,0
0.00015,0.68213,44.99014,1.00000,1.69063,0
0.00011,0.87261,46.46965,1.00000,1.71092,0
0.00073,0.45820,45.25364,1.00000,1.69624,0
0.00028,0.52212,44.22988,1.00000,1.71364,0
0.00101,0.54991,44.31605,1.00000,1.70589,0
0.00020,0.59188,44.60964,1.00000,1.73546,0
0.00018,0.86022,46.17062,1.00000,1.70942,0
0.00081,0.50000,45.23293,1.00000,1.70071,0
0.00021,0.53962,44.03699,1.00000,1.73321,0
0.00033,0.41159,44.23476,1.00000,1.70675,0
0.00072,0.46602,45.86953,1.00000,1.71484,0
0.00277,0.45600,44.27919,1.00000,1.70753,0
0.00039,0.61157,45.12768,1.00000,1.70026,0
0.00006,1.00000,45.68606,1.00000,1.68814,0
0.00034,0.93981,45.11098,1.00000,1.72010,0
0.00028,0.41915,45.21132,1.00000,1.72297,0
0.00049,0.49832,43.18306,1.00000,1.68029,0
0.00123,0.44164,45.85096,1.00000,1.71555,0
0.00036,0.41088,45.52920,1.00000,1.69431,0
0.00641,0.46732,43.64679,1.00000,1.70356,0
0.00009,0.94068,46.39193,1.00000,1.70505,0
0.00087,0.60200,45.00381,1.00000,1.72956,0
0.00042,0.60077,44.21096,1.00000,1.68108,0
0.00010,0.88112,46.50486,1.00000,1.69672,0
0.00064,0.53427,44.52903,1.00000,1.69347,0
0.00061,0.46952,46.10792,1.00000,1.66883,0
0.00014,0.89051,44.96511,1.00000,1.71928,0
0.00049,0.42523,45.78777,1.00000,1.69783,0
0.00032,0.41705,44.99989,1.00000,1.69976,0
0.00026,0.48067,44.04921,1.00000,1.71098,0
0.00039,0.48211,45.90825,1.00000,1.70770,0
0.00110,0.72947,46.89085,1.00000,1.73209,0
0.00029,0.63975,45.72471,1.00000,1.70807,0
0.00025,0.51318,45.65603,1.00000,1.71230,0
0.00430,0.54414,45.19135,1.00000,1.71798,0
0.00158,0.47455,44.88254,1.00000,1.71362,0
0.00029,0.49497,45.71437,1.00000,1.68246,0
0.00002,1.00000,43.93133,1.00000,1.76587,0
0.00003,1.00000,45.87706,1.00000,1.74543,0
0.00103,0.44444,45.18997,1.00000,1.72051,0
0.00032,0.43239,45.31827,1.00000,1.70245,0
0.00143,0.55910,44.72034,1.00000,1.72090,0
0.00022,0.57280,44.75238,1.00000,1.69056,0
0.00010,0.98883,45.53082,1.00000,1.70374,0
0.00013,0.83041,45.00196,1.00000,1.71081,0
0.00015,0.74519,44.85138,1.00000,1.71045,0
0.00036,0.42121,44.08271,1.00000,1.70397,0
0.00129,0.86469,45.72710,1.00000,1.70418,0
0.00009,0.94393,45.08040,1.00000,1.69333,0
0.01521,0.37113,45.49753,1.00000,1.69144,0
0.00006,0.98507,44.23551,1.00000,1.70904,0
0.00006,0.99048,44.58670,1.00000,1.72391,0
0.00062,0.75750,44.84507,1.00000,1.70571,0
0.00091,0.40483,45.84664,1.00000,1.68526,0
0.00056,0.62348,44.71314,1.00000,1.72381,0
0.00092,0.97590,44.74214,1.00000,1.67095,0
0.00017,0.84762,46.92459,1.00000,1.71211,0
0.00034,0.49490,44.69142,1.00000,1.70471,0
0.00045,0.75750,45.24616,1.00000,1.68759,0
0.00026,0.50351,44.80780,1.00000,1.72160,0
0.00008,1.00000,45.49168,1.00000,1.68774,0
0.00029,0.48241,44.80841,1.00000,1.70435,0
0.00032,0.47906,44.69887,1.00000,1.70902,0
0.00133,0.66667,45.89001,1.00000,1.70302,0
0.00118,0.99387,45.93729,1.00000,1.68927,0
0.00010,1.00000,45.96707,1.00000,1.77302,0
0.00038,0.39117,46.57745,1.00000,1.68929,0
0.00039,0.44968,44.80251,1.00000,1.68563,0
0.00043,0.88449,43.86180,1.00000,1.72002,0
0.00026,0.57455,44.98513,1.00000,1.71412,0
0.00024,0.61826,45.27835,1.00000,1.70859,0
0.00007,0.95853,45.15271,1.00000,1.71138,0
0.00029,0.65659,45.12407,1.00000,1.72535,0
0.00449,0.47078,44.62488,1.00000,1.71831,0
0.00448,0.69417,45.58398,1.00000,1.67913,0
0.00068,0.37941,46.98700,1.00000,1.71492,0
0.00305,0.40399,45.29349,1.00000,1.70829,0
0.00161,0.42925,44.83829,1.00000,1.71284,0
0.00075,0.43678,44.38914,1.00000,1.70159,0
0.00016,0.86275,44.71654,1.00000,1.71225,0
0.00031,0.61847,44.67316,1.00000,1.70721,0
0.00031,0.76454,45.64775,1.00000,1.68533,0
0.00084,0.50171,45.58310,1.00000,1.69781,0
0.00029,0.79348,45.96713,1.00000,1.70231,0
0.00099,0.69438,44.89592,1.00000,1.71114,0
0.00015,0.71795,44.95606,1.00000,1.70300,0
0.00036,0.74442,44.57001,1.00000,1.68809,0
0.00058,0.41258,45.48623,1.00000,1.71179,0
0.00035,0.44201,45.45894,1.00000,1.68679,0
0.00076,0.38095,45.19018,1.00000,1.69829,0
0.00040,0.71256,45.12355,1.00000,1.72239,0
0.00121,0.76071,45.55340,1.00000,1.68464,0
0.00062,0.40888,45.14125,1.00000,1.70240,0
0.00012,1.00000,44.38809,1.00000,1.72357,0
0.00049,0.55102,45.46144,1.00000,1.70851,0
0.00006,0.96410,44.97137,1.00000,1.66557,0
